Description,Extension,Category,MIME type
QuickTime Movie File,.movie,Video,video/x-sgi-movie
Macro Express File,.mex,Data Files,Unknown
Compact ISO File,.wbi,Disk Images,Unknown
eSite Builder NXG Web Page,.nxg,Web Files,Unknown
Administrative Template File,.adm,System Files,Unknown
Music Player Daemon File,.mpdconf,Settings Files,Unknown
ACT! Database Pointer File,.pad,Misc Files,Unknown
iPhone Firmware Image,.img2,System Files,Unknown
Ruby HTML Web Page,.rhtml,Web Files,Unknown
X++ Source Code File,.xpp,Developer Files,Unknown
PTGui Project File,.pts,Raster Images,Unknown
Router Firmware File,.rmt,System Files,Unknown
iLEAP Word Processing Document,.lp2,Text,Unknown
Twig Template,.twig,Developer Files,Unknown
Astronomical Capture Video File,.ser,Video,application/java-serialized-object
Apple Mobile Configuration File,.mobileconfig,System Files,Unknown
Hype Document Template,.hypetemplate,Web Files,Unknown
DAZ Studio Encrypted Script,.dse,3D Images,Unknown
FitNotes Data Backup,.fitnotes,Backup Files,Unknown
Micro Dynamics MARS Image,.pbt,Images,Unknown
Radium 2 License File,.radiumkey2,Misc Files,Unknown
Authorware Map File,.aam,Data Files,application/x-authorware-map
GOM 3D File,.g3d,CAD Files,Unknown
Real-DRAW Project File,.rdw,Settings Files,Unknown
DPOF Auto Print Order File,.mrk,Misc Files,Unknown
Pro Tools I/O Settings File,.pio,Settings Files,Unknown
Promethean Whiteboard Activity,.pwb,Page Layouts,Unknown
WinRAR Split Archive Part 30,.r30,Compressed,Unknown
Compressed Poser Prop File,.ppz,3D Images,Unknown
Windows Spelling Dictionary Identifier,.dub,System Files,Unknown
Managed Object Model,.mom,Developer Files,Unknown
ArcGIS Explorer Add-in File,.eaz,Plugin Files,Unknown
SPSS TableLooks File,.tlo,Settings Files,Unknown
DAZ Studio XML File,.dsx,Settings Files,Unknown
JM-Crypt Encrypted File,.jmc,Encoded Files,Unknown
Apple Mail Stationery File,.mailstationery,Page Layouts,Unknown
Unreal Engine 3 Package,.upk,Game Files,Unknown
At Home 2011 Tax Return,.t11,Data Files,Unknown
Wana Decrypt0r 2.0 Encrypted File,.wncry,Encoded Files,Unknown
Ulead PhotoImpact Image,.upi,Images,Unknown
Node.js ES Module File,.mjs,Web Files,text/javascript
Bryce Object File,.obp,3D Images,Unknown
Mac OS X Screen Saver,.saver,System Files,Unknown
FastCAM MTO Text File,.mto,CAD Files,Unknown
ZSNES Slot 7 Saved State File,.zs7,Game Files,Unknown
File Viewer Plus Batch Presets File,.fvp,Settings Files,Unknown
Blackmagic RAW Video,.braw,Video,Unknown
Amiga Formatted Disk Image,.fdi,Disk Images,Unknown
Apple Address Book Contact List,.abcddb,Database Files,Unknown
Snappy Compressed File,.snz,Compressed,Unknown
Forms Credential Collector File,.fcc,Settings Files,Unknown
ConceptDraw DIAGRAM Document (Legacy),.cdd,Vector Images,Unknown
Wolfenstein 2.06 Demo Movie File,.dm_84,Game Files,Unknown
Pegs Image,.pxs,Images,Unknown
Calibre Device Data File,.calibre,Misc Files,Unknown
ZSNES Slot 9 Saved State File,.zs9,Game Files,Unknown
Opera Extension,.oex,Plugin Files,Unknown
XYplorer Script File,.xys,Executable,Unknown
Age of Empires 3 Recording,.age3rec,Game Files,Unknown
AutoPlay Media Studio Project File,.autoplay,Developer Files,Unknown
Sony Xperia Firmware File,.sin,System Files,Unknown
Downloadable Sounds File,.dls,Audio,audio/dls
Logitech io2 Drawing,.pen,Vector Images,Unknown
Database Text File,.dbt,Database Files,Unknown
VSDC Video Editor Project,.vproj,Video,Unknown
Macintosh Font Suitcase,.suit,Font Files,Unknown
AutoCAD Custom User Interface File,.cuix,Settings Files,Unknown
Paint Shop Pro Brushes File,.jbr,Raster Images,Unknown
Smart Launcher Home Screen Backup,.slbk,Settings Files,Unknown
EssentialPIM Database File,.epim,Database Files,Unknown
Cryptra Encrypted File,.cryptra,Encoded Files,Unknown
Vuze Partial Download File,.az!,Misc Files,Unknown
VST3 Preset File,.vstpreset,Settings Files,Unknown
Microsoft PowerPoint HTML Presentation,.ppthtml,Web Files,Unknown
MathType Preferences,.eqp,Settings Files,Unknown
Luminaire Data File,.cib,CAD Files,Unknown
Duke Nukem 3D Demo File,.dmo,Game Files,Unknown
HotDocs Form Template,.hft,Page Layouts,Unknown
KKK Ransomware Encrypted File,.kkk,Encoded Files,Unknown
Adobe Lightroom Template,.lrtemplate,Settings Files,Unknown
Fritzing Bundled Bin File,.fzbz,CAD Files,Unknown
Komodo Project File,.kpf,Data Files,Unknown
Procedimientos-Uno IFWin Project File,.if,CAD Files,Unknown
Web Open Font Format 2.0 File,.woff2,Font Files,font/woff2
DAZ Brick Light File,.dbl,3D Images,Unknown
ArtiosCAD Workspace File,.ard,CAD Files,Unknown
MPEG-4 Video,.mpeg4,Videos,Unknown
Apple Music Library,.musicdb,Database Files,Unknown
MetaTrader 4 Program,.ex4,Executable,Unknown
OptimFROG Audio File,.ofr,Audio,Unknown
GConf Schema Definition File,.schemas,System Files,Unknown
Spotlight Never Index File,.metadata_never_index,System Files,Unknown
IOCA Image,.ioca,Images,Unknown
Windows Crawl File,.crwl,Text,Unknown
Textease CT Template,.tet,Data Files,Unknown
Rohos Disk Image File,.rdi,Encoded Files,Unknown
FlashBack Screen Recorder Movie,.fbz,Video,Unknown
Wavelet Image,.wvl,Raster Images,Unknown
Visual Studio Settings File,.vssettings,Settings Files,Unknown
IntelliJ IDEA Project File,.ipr,Developer Files,Unknown
LDAP Data Interchange Format File,.ldif,Data Files,Unknown
RVG X-ray Image,.rvg,Raster Images,Unknown
Industry Foundation Classes XML File,.ifcxml,CAD Files,Unknown
Graphic Description Language File,.gsm,CAD Files,model/vnd.gdl
Degas & Degas Elite Image,.pi1,Images,Unknown
Windows Net Logon File,.chg,System Files,Unknown
Pixel Power Collage Image,.i17,Images,Unknown
After Effects Project Template,.aet,Video,Unknown
Visio Report Definition File,.vrd,Data Files,Unknown
uTorrent Incomplete Download,.!ut,Misc Files,Unknown
Maxthon Add-On File,.mxaddon,Plugin Files,Unknown
REAPER Project File,.rpp,Data Files,Unknown
Quake Engine Lump File,.lmp,Game Files,model/vnd.gdl
CrazyTalk Model File,.ctm,Data Files,Unknown
Lotus Notes User ID File,.id,Misc Files,Unknown
Renamed Zip File,.zi_,Compressed,Unknown
Microsoft Digital Video Recording,.dvr-ms,Video,Unknown
TI Bitmap Image,.83i,Images,Unknown
NTFS Partition File,.ntfs,System Files,Unknown
Lisp Source Code File,.lisp,Developer Files,Unknown
PAQ8P Data Archive,.paq8p,Compressed,Unknown
Mac OS X Keychain File,.keychain,Data Files,Unknown
Adobe Encore Project File,.ncor,Video,Unknown
dtSearch Index File,.ix,Settings Files,Unknown
World of Tanks 3D Model Surface File,.visual,3D Images,Unknown
Mac OS X Help Book,.help,System Files,Unknown
Fax Cover Page File,.cpe,Page Layouts,Unknown
Audacity File List,.lof,Audio,Unknown
ER Mapper Data File,.ers,GIS Files,Unknown
Visual CertExam Exam File,.vce,Data Files,Unknown
Memento Notes File,.notes,Text,Unknown
id Tech 4 3D Mesh File,.md5mesh,3D Images,Unknown
Alibre Design Part,.ad_prt,CAD Files,Unknown
Windows 7 Boot Updater Skin,.bs7,Settings Files,Unknown
Mozilla Address Book,.mab,Misc Files,Unknown
Optimized Dalvik Executable,.odex,System Files,Unknown
Windows Workflow File,.xoml,Developer Files,Unknown
Premiere Pro Title,.prtl,Video,Unknown
Stream Deck Audio,.streamdeckaudio,Audio,Unknown
Shell Command File,.scf,System Files,Unknown
Garmin Unlock File,.unl,Misc Files,Unknown
QDL Program,.qdl,Text,Unknown
Sony RAW Image,.sr2,Camera Raw Image,image/x-sony-sr2
Xcode Workspace,.xcworkspace,Developer Files,Unknown
RapidWeaver Theme,.rwtheme,Web Files,Unknown
Report XML File,.rpx,Page Layouts,Unknown
Fortran Source Code File,.for,Developer Files,text/x-fortran
Mellel Word Processing File,.mell,Text,Unknown
VirtualBus Texture Description File,.ts1,3D Images,Unknown
Universal Scene Description Format,.usd,3D Images,Unknown
Subspace Bitmap File,.bm2,Raster Images,Unknown
Mathcad Prime Document,.mcdx,Data Files,Unknown
3ds Max Container File,.maxc,3D Images,Unknown
Macro Express Playable Macro,.mxe,Executable,Unknown
Splinter Cell Blacklist Game Data File,.umd,Game Files,Unknown
Group Policy Administrative Template File,.admx,System Files,Unknown
Chitubox Project,.chitubox,CAD Files,Unknown
OpenUTAU Sequence Text File,.ustx,Audio,Unknown
Dharma Ransomware Encrypted File,.adobe,Encoded Files,Unknown
StarCraft 2 Bank File,.sc2bank,Game Files,Unknown
Animate Uncompressed Animation,.xfl,Video,Unknown
Delphi .NET Form File,.nfm,Developer Files,Unknown
ACIS SAT 3D Model,.sat,CAD Files,Unknown
Finale 2014 Score Backup,.bakx,Backup Files,Unknown
Pcap-NG Packet Capture File,.pcapng,Data Files,Unknown
Address Book Backup,.abbu,Backup Files,Unknown
Extensible Hypertext Markup Language Document,.xhtm,Web Files,application/xhtml+xml
Visual FoxPro Debugger Configuration File,.dbg,Settings Files,Unknown
RealVideo File,.rv,Video,Unknown
Bioware Creature File,.utc,Game Files,Unknown
TrollStore IPA File,.tipa,Executable,Unknown
NIST SPHERE Audio File,.sph,Audio,Unknown
Form•Z Compiled Script,.fsb,Plugin Files,Unknown
MPEG-2 Elementary Stream Video,.mpv,Video,video/x-matroska
BobCAD-CAM Document,.bbcd,CAD Files,Unknown
RoboForm Option File,.rfo,Data Files,Unknown
Insta360 Panoramic Image,.insp,Raster Images,Unknown
Zooper Widget Template,.zw,Compressed,Unknown
Gamebryo Model File,.nif,3D Images,Unknown
NetObjects Fusion File,.nod,Web Files,Unknown
Acrobat Plug-in,.api,Plugin Files,Unknown
Zipped Tar Archive,.tz,Compressed,application/x-tar
OMNeT++ Network Description File,.ned,Developer Files,Unknown
SQL Program File,.sqr,Data Files,Unknown
Orbit Downloader Incomplete Download,.ob!,Misc Files,Unknown
G.726 ADPCM Audio,.g726,Audio,Unknown
Sothink Logo Maker Image,.lmk,Vector Images,Unknown
StarMoney User Database File,.sdy,Database Files,Unknown
TurboTax Canada 2020 Tax Return,.tt20,Data Files,Unknown
ML Source Code File,.ml,Developer Files,Unknown
AutoCAD Profile,.arg,Settings Files,Unknown
Eclipse Image,.tile,Images,Unknown
Office Groove File,.grv,Data Files,application/vnd.groove-injector
Sony Digital Voice File,.dvf,Audio,Unknown
3D Data Description File,.tddd,3D Images,Unknown
Sure Cuts A Lot Version 5 Project,.scut5,Vector Images,Unknown
TopSolid Project,.topprj,CAD Files,Unknown
Montage Screenplay File,.montage,Misc Files,Unknown
FileFort Backup File,.bkz,Backup Files,Unknown
Artlantis Object File,.aof,3D Images,Unknown
RealWorld Graphics Layered Image,.rli,Raster Images,Unknown
Ansys CFD Mesh,.cmdb,3D Images,Unknown
Cubase Mixer Settings File,.vmx,Settings Files,Unknown
MATLAB App Installation Package,.mlappinstall,Executable,Unknown
iWeb Website Design Project,.sites,Web Files,Unknown
Paradise Ransomware Encrypted File,.paradise,Encoded Files,Unknown
SMART Notebook File,.notebook,Data Files,application/vnd.smart.notebook
Exchange NC File,.xnc,CAD Files,Unknown
KDE Folder View Properties File,.directory,Settings Files,Unknown
Windows Journal Template,.jtp,Page Layouts,Unknown
Kotlin Source Code File,.kt,Developer Files,Unknown
Unix Gzip File,.gzi,Compressed,Unknown
Symantec Virus Database File,.xdb,Data Files,Unknown
XSL-FO Online Form,.zfo,Web Files,application/vnd.software602.filler.form-xml-zip
MATLAB Live Code File,.mlx,Executable,Unknown
AirZip FileSECURE File,.azf,Encoded Files,application/vnd.airzip.filesecure.azf
Visual Studio Client Report Definition File,.rdlc,Developer Files,Unknown
WhatsApp Encrypted Database File,.crypt8,Database Files,Unknown
Sony Ericsson Firmware File,.ssw,Misc Files,video/vnd.sealed.swf
DrawIt Drawing,.drawit,Vector Images,Unknown
TI-73 Program,.73p,Executable,Unknown
BigJig 4 Jigsaw Puzzle,.jg4,Game Files,Unknown
Adobe InDesign Document,.indd,Page Layouts,Unknown
VLC Playlist,.vlc,Audio,Unknown
Poser Scene File,.pz3,3D Images,Unknown
Unreal Asset,.uasset,Game Files,Unknown
Ryuk Ransomware Encrypted File,.ryk,Encoded Files,Unknown
QuarkXPress Project File,.qxp,Page Layouts,Unknown
EEWT Ransomware Encrypted File,.eewt,Encoded Files,Unknown
SPSS Database Query File,.spq,Database Files,application/scvp-vp-request
ECCO Database File,.eco,Database Files,Unknown
Data Definition Language File,.ddl,Database Files,Unknown
PEA File Archive,.pea,Compressed,Unknown
Safetica Free Encrypted Virtual Disk Archive,.dco,Encoded Files,Unknown
Pika Software Builder Project File,.pika,Developer Files,Unknown
Sibelius Score,.sib,Audio,Unknown
Group Policy Language-Specific Administrative Template,.adml,System Files,Unknown
Foxit Reader Add-on,.fzip,Plugin Files,Unknown
ISH Compressed Archive,.ish,Compressed,Unknown
Kindle End Actions File,.ea,eBook,Unknown
SEG-Y Data File,.segy,GIS Files,Unknown
VirtualDJ Audio Sample File,.vdj,Audio,Unknown
First Split Zip File,.z01,Compressed,Unknown
Cubase Drum Map File,.drm,Settings Files,Unknown
Murgee Auto Mouse Click Script,.mamc,Executable,Unknown
Diesel Engine Game Texture File,.texture,Raster Images,Unknown
Altium Designer Schematic Document,.schdoc,CAD Files,Unknown
LZO Compressed File,.lzo,Compressed,Unknown
RichView Format File,.rvf,Text,Unknown
Norum Vapor CD,.vaporcd,Disk Images,Unknown
Q0 Image,.q0,Images,Unknown
WinRAR Split Archive Part 21,.r21,Compressed,Unknown
RapidWeaver Site File,.rwsw,Web Files,Unknown
Protected Macromedia Director Movie,.dxr,Video,application/x-director
Kindle Create Book File,.kcb,Settings Files,Unknown
Scalable Vector Graphic,.svg,Vector Images,image/svg+xml
Compessed IFC File,.ifczip,CAD Files,Unknown
IsoBuster Data File,.ibdat,Disk Images,Unknown
Help & Manual 4 Project,.hmx,Misc Files,Unknown
Photoshop Gradient File,.grd,Settings Files,Unknown
Advanced Encryption Package Key File,.aepkey,Misc Files,Unknown
Camtasia MenuMaker Template,.cmmtpl,Video,Unknown
FaceFX Actor File,.facefx,3D Images,Unknown
Adobe Extension Script,.exv,Plugin Files,Unknown
DownThemAll! Partially Downloaded File,.dtapart,Misc Files,Unknown
Nunjucks Template,.njk,Text,Unknown
Ableton Live Pack File,.alp,Plugin Files,Unknown
Virtual CD Collection File,.vco,Disk Images,Unknown
Blockbench 3D Scene,.bbscene,3D Images,Unknown
Catalyst Translation Toolkit,.ttk,Data Files,Unknown
Security Certificate,.crt,Web Files,application/x-x509-ca-cert
IZArc BGA Archive,.bza,Compressed,Unknown
Cloe Ray-Tracer Image,.cloe,Images,Unknown
Lotus 1-2-3 Spreadsheet,.wku,Spreadsheet,Unknown
Locky Ransomware Encrypted File,.ykcol,Encoded Files,Unknown
Cryptomator Encrypted Data,.c9r,Encoded Files,application/vnd.cryptomator.encrypted
Comic Life 2 Layout File,.cl2lyt,Page Layouts,Unknown
BitComet Partially Downloaded File,.bc,Misc Files,Unknown
WordPress Widget Export File,.wie,Plugin Files,Unknown
Safeguard PDF Security Protected PDF,.pdc,Encoded Files,Unknown
CARA Sound Radiation Data File,.bdd,Audio,Unknown
FreeHand 5 Drawing File,.fh5,Vector Images,image/x-freehand
Adobe Profile File,.apf,Misc Files,Unknown
Frequently Asked Questions Document,.faq,Text,Unknown
PhotoDeluxe Plug-in,.8bx,Plugin Files,Unknown
SimulationX Project,.isx,Compressed,Unknown
FoxPro Menu Memo,.mnt,Text,Unknown
Android System File,.tar.md5,Encoded Files,Unknown
JET Database File,.jet,Database Files,Unknown
Jazz Jackrabbit 2 Level File,.j2l,Game Files,Unknown
Newline Delimited JSON File,.ndjson,Web Files,Unknown
ImageMagick Configuration File,.mgk,Settings Files,Unknown
Maxthon 2 Browser Skin File,.m2s,Settings Files,Unknown
ZK User Interface File,.zul,Web Files,Unknown
Beyond TV Transport Stream File,.tp,Video,Unknown
Scrambled Wii Disc Image,.wii,Disk Images,Unknown
Canvas 5 Drawing File,.cv5,Vector Images,Unknown
POD HD500 Edit Set List,.h5s,Audio,Unknown
Balsamiq Mockups Project,.bmpr,Page Layouts,application/vnd.balsamiq.bmpr
Access Data Project,.adp,Database Files,audio/adpcm
PixelStyle Image,.psdb,Raster Images,Unknown
ArtRage Package,.arpack,Plugin Files,Unknown
Virtual CD Quick Copy File,.vqc,Settings Files,Unknown
FlashDevelop ActionScript 3 Project File,.as3proj,Developer Files,Unknown
FileMaker Pro Snapshot Link,.fpsl,Data Files,Unknown
Java Policy Implementation File,.policy,Settings Files,Unknown
Casio Prizm Add-in File,.g3a,Misc Files,Unknown
Houdini Image 3D File,.i3d,Raster Images,Unknown
Cinema 4D Layout,.l4d,Settings Files,Unknown
ArtCut 6 Document,.ac6,Vector Images,Unknown
Safe Exam Browser Configuration File,.seb,Encoded Files,Unknown
Warcraft 3 Replay File,.w3g,Game Files,Unknown
BarTender Label,.btw,Page Layouts,Unknown
Fusion Plugin File,.dfp,Plugin Files,Unknown
Symantec Backup Exec File,.fh,Backup Files,image/x-freehand
RealJukebox Format,.rmx,Audio,Unknown
Biovision Hierarchy Animation File,.bvh,3D Images,Unknown
ArcView Project File,.apr,GIS Files,application/vnd.lotus-approach
Transport Neutral Encapsulation Format,.tnef,Misc Files,application/vnd.ms-tnef
Steinberg Peak File,.peak,Audio,Unknown
WhatsApp Encrypted Database File,.crypt7,Database Files,Unknown
DeltaMaster Analysis Model,.dam,Data Files,Unknown
GoLive Website Project File,.site,Web Files,Unknown
RoboForm Contact File,.rfc,Misc Files,Unknown
Balsamiq Mockups Markup Language File,.bmml,Page Layouts,application/vnd.balsamiq.bmml+xml
WinAce Split Archive Part 1 File,.c01,Compressed,Unknown
Fritzing Project File,.fz,CAD Files,Unknown
Age of Empires 3 Scenario File,.age3scn,Game Files,Unknown
XML Style Sheet,.xss,Web Files,Unknown
Windows Registry Hive Log 2 File,.log2,System Files,Unknown
GoMoku Game File,.isr,Game Files,Unknown
Kinemac Animation File,.kmc,3D Images,Unknown
PDAStore Data Store File,.pdas,Data Files,Unknown
On2 VP5 Video File,.vp5,Video,Unknown
InfoZoom Data File,.fox,Data Files,Unknown
MediaMonkey Skin File,.mskn,Settings Files,Unknown
Topic Connection Placeholder,.tpc,Text,Unknown
ConceptDraw DIAGRAM XML SlideShow,.cdsx,Vector Images,Unknown
Clicker Keyboard,.clkk,Misc Files,application/vnd.crick.clicker.keyboard
AppStudio Project,.nsx,Settings Files,Unknown
Kontakt Library Data File,.nkc,Audio,Unknown
Truevision Targa Image,.bpx,Images,Unknown
Scrutinize 3D Mesh File,.3don,3D Images,Unknown
SolidWorks eDrawings File,.edrw,CAD Files,Unknown
Apache HTACCESS File,.htpasswd,Encoded Files,Unknown
Apabi XML eBook File,.cebx,eBook,Unknown
GameCube Executable File,.dol,Game Files,Unknown
iTunes CD Information File,.cidb,Audio,Unknown
DAZ Studio 3+ Script,.dsa,3D Images,Unknown
Binary-to-ASCII Encoded File,.btoa,Encoded Files,Unknown
BBEdit Project File,.bbproject,Developer Files,Unknown
HDV Video File,.m2t,Video,Unknown
Microsoft Access Form,.maf,Database Files,Unknown
Apple Predefined Search,.cannedsearch,System Files,Unknown
VideoScribe Project,.scribe,Settings Files,Unknown
MindManager XML Map Template,.xmmat,Vector Images,Unknown
The Logo Creator File,.tlc,Vector Images,Unknown
Windows System Resource Archive,.mun,System Files,Unknown
X Windows System Dump Image,.x11,Images,Unknown
SafeFolder Encrypted File,.sfi,Encoded Files,Unknown
Private File,.pf,Compressed,Unknown
